"","ID","dialect","diaClass_hanna","place","GID","generation","informant","type","progess_lvl","PAM","PAM_add","CTR","CTR_add"
"1266",609,"Schwäbisch","Westoberdeutsch","Balingen","129371","jung","BLJUNG1","WSD","3",2.31,"?",2.2,NA
"1267",610,"Schwäbisch","Westoberdeutsch","Rudersberg","131121","alt","WNALT1","WSD","3",2.49,"MA",2.5,NA
"1268",611,"Schwäbisch","Westoberdeutsch","Rudersberg","131121","mittel","WN3","WSD","3",2.45,"?",2.5,NA
"1269",612,"Schwäbisch","Westoberdeutsch","Rudersberg","131121","jung","WNJUNG1","WSD","3",2.41,"MBS",2.3,NA
"1270",613,"Schwäbisch","Westoberdeutsch","Blindheim","78986","alt","DLGALT2","WSD","3",2.46,"?",2.3,NA
"1271",614,"Schwäbisch","Westoberdeutsch","Blindheim","78986","mittel","DLG1","WSD","3",2.53,"?",2.6,NA
"1272",615,"Schwäbisch","Westoberdeutsch","Blindheim","78986","jung","DLGJUNG2","WSD","3",2.6,"?",2.5,NA
"1279",616,"Mittelalemannisch","Westoberdeutsch","Bräunlingen","127324","mittel","VS3","WSD","3",2.63,"?",2.33,"CK"
"1280",617,"Mittelalemannisch","Westoberdeutsch","Bräunlingen","127324","alt","VSALT2","WSD","3",2.69,"PL",2.42,"CK"
"1281",618,"Mittelalemannisch","Westoberdeutsch","Bräunlingen","127324","jung","VSJUNG1","WSD","3",2.59,"?",2.32,"CK"
"1285",619,"Mittelalemannisch","Westoberdeutsch","Tuttlingen","130272","mittel","TUT3","WSD","3",2.61,"?",2.07,"MG"
"1286",620,"Mittelalemannisch","Westoberdeutsch","Tuttlingen","130272","alt","TUTALT2","WSD","3",2,"?",1.81,"MG"
"1287",621,"Mittelalemannisch","Westoberdeutsch","Tuttlingen","130272","jung","TUTJUNG1","WSD","3",2.2,"?",1.83,"MG"
"1288",622,"Niederalemannisch","Westoberdeutsch","Ohlsbach","128482","mittel","OG2","WSD","3",2.42,"PL",2.15,"CK"
"1289",623,"Niederalemannisch","Westoberdeutsch","Ohlsbach","128482","alt","OGALT","WSD","3",2.5,"PL",2.21,"CK"
"1290",624,"Niederalemannisch","Westoberdeutsch","Ohlsbach","128482","jung","OGJUNG2","WSD","3",2,"MBS",1.58,"CK"
